"artist","track","plays","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_s","liked"
"Tritonal","Out Of The Dark",3,0.553,0.963,"D",-3.727,"Major",0.136,0.0114,0.0823,0.263,0.137,119.992,"4/4",336,0
"Tritonal","Painting With Dreams (Nothing Like Them)",3,0.503,0.492,"D",-8.603,"Minor",0.0602,0.117,0,0.0717,0.249,123.564,"4/4",182,0
"Tritonal","Quit U",2,0.373,0.682,"E",-4.129,"Major",0.0983,0.429,2.21e-05,0.0872,0.274,176.013,"4/4",226,0
"Tritonal","Ready",3,0.58,0.737,"A",-3.731,"Major",0.0597,0.211,0,0.0614,0.414,127.987,"4/4",248,0
"Tritonal","Real",2,0.699,0.687,"F#",-6.801,"Minor",0.0391,0.774,3.73e-05,0.164,0.351,110.033,"4/4",203,0
"Tritonal","Rewind",2,0.629,0.901,"A#",-2.958,"Minor",0.0853,0.0125,0.00307,0.121,0.267,125.999,"4/4",231,0
"Tritonal","Running Into Me",2,0.539,0.772,"E",-4.519,"Major",0.0333,0.177,0,0.109,0.178,125.907,"4/4",267,0
"Tritonal","Set It On Fire",2,0.493,0.893,"B",-4.858,"Major",0.0403,0.0057,0.00426,0.0827,0.223,126.982,"4/4",225,0
"Tritonal","Shinin' Bright",2,0.563,0.889,"C",-4.06,"Major",0.0946,0.0349,1.84e-05,0.191,0.215,123.973,"4/4",234,0
"Tritonal","Shivohum",1,0.493,0.867,"F",-4.436,"Minor",0.044,0.00839,0.000123,0.213,0.0515,128.093,"4/4",272,0
"Tritonal","Show U Love",2,0.65,0.857,"B",-3.354,"Minor",0.042,0.277,0.00123,0.0959,0.568,121.002,"4/4",214,0
"Tritonal","Someone To Love You - Koven Remix",2,0.477,0.786,"G",-5.374,"Major",0.0348,0.000166,0.00247,0.163,0.0997,171.943,"4/4",251,0
"Tritonal","Still With Me - Seven Lions Remix",14,0.242,0.881,"G#",-5.574,"Major",0.0822,0.0131,0.0296,0.155,0.0657,137.946,"4/4",317,1
"Tritonal","Tela Vuota",4,0.395,0.492,"E",-9.678,"Minor",0.0386,0.818,0.529,0.315,0.0372,127.879,"4/4",124,0
"Tritonal","This Is Love",2,0.466,0.786,"E",-3.387,"Minor",0.058,0.0837,2.9e-06,0.563,0.357,127.838,"4/4",219,0
"Tritonal","U Found Me",73,0.587,0.961,"C#",-2.329,"Minor",0.0915,0.0287,1.73e-06,0.105,0.365,125.026,"4/4",276,1
"Tritonal","Untouchable",160,0.542,0.795,"G",-3.131,"Major",0.0379,0.0664,2.89e-06,0.313,0.251,128.959,"4/4",229,1
"Tritonal","Waiting 4 U",1,0.533,0.895,"D",-2.769,"Minor",0.0374,0.411,0.018,0.11,0.318,123.939,"4/4",207,0
"Tritonal","When I'm With U",59,0.594,0.804,"G",-3.311,"Major",0.0378,0.221,0,0.12,0.326,115.941,"4/4",257,1
"Tritonal","When I'm With U - RetroVision Remix",2,0.708,0.845,"G",-3.882,"Major",0.0461,0.12,0,0.479,0.359,125.977,"4/4",172,0
"Trivecta","Best For You (feat. Selah Ford)",51,0.356,0.864,"B",-4.017,"Major",0.0605,0.00695,0,0.188,0.217,94.018,"4/4",212,1
"Trivecta","Ease my soul",7,0.281,0.738,"C",-6.661,"Minor",0.0496,0.00189,0.00246,0.32,0.0908,136.027,"4/4",248,0
"Trivecta","Everyday (feat. Rico & Miella)",1,0.548,0.742,"C#",-4.914,"Minor",0.0559,0.135,0,0.301,0.274,105.011,"4/4",266,0
"Trivecta","Falling",2,0.546,0.923,"B",-3.488,"Minor",0.105,0.0115,0.222,0.112,0.418,149.922,"4/4",218,0
"Trivecta","Into the Limelight",1,0.522,0.931,"D#",-4.646,"Major",0.0616,0.0935,7.05e-05,0.103,0.457,127.928,"4/4",270,0
"Trivecta","Intro (The Feeling Of It All)",3,0.528,0.583,"C",-7.453,"Major",0.0278,0.842,0.949,0.0969,0.11,127.962,"4/4",138,0
"Trivecta","Labyrinth (feat. Miyoki)",1,0.387,0.814,"G",-7.973,"Minor",0.147,0.0129,0.00181,0.0927,0.174,169.713,"4/4",332,0
"Trivecta","Leave It All Behind (feat. Fagin)",25,0.479,0.676,"F#",-4.524,"Minor",0.0366,0.31,0,0.133,0.322,122.953,"4/4",241,1
"Trivecta","Leave It All Behind (feat. Fagin) - Nurko Remix",72,0.479,0.676,"F#",-4.524,"Minor",0.0366,0.31,0,0.133,0.322,122.953,"4/4",241,1
"Trivecta","Now You Know (feat. Aloma Steele)",18,0.514,0.889,"G#",-6.52,"Minor",0.177,0.126,0.000267,0.143,0.666,150.041,"4/4",224,1
"Trivecta","Resurface (feat. Roniit)",1,0.587,0.568,"G",-8.292,"Major",0.06,0.0363,0.105,0.101,0.0464,130.056,"4/4",394,0
"Trivecta","Riptide",56,0.296,0.719,"E",-5.03,"Major",0.0526,0.0161,0,0.328,0.121,159.926,"4/4",200,1
