"","artist","track","plays","spotify_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration"
"698","Nicki Minaj","Barbie Tingz",4,"2qsQ8eVDPmobZpvDxQCVQu",0.917,0.679,"F#",-6.083,"Major",0.266,0.0867,0,0.588,0.453,102.449,"4/4",3M 12S
"699","Nicki Minaj","Bed (feat. Ariana Grande)",1,"3L4GsGLgxpHieVQH86H8bv",0.757,0.73,"G",-6.304,"Major",0.185,0.0342,5.87e-05,0.136,0.452,90.013,"4/4",3M 10S
"700","Nicki Minaj","Black Barbies",1,"3y9cCbnBn0zjkJa2YkOj70",0.809,0.588,"C",-5.167,"Major",0.0869,0.0878,7.24e-05,0.171,0.249,146.024,"4/4",4M 14S
"701","Nicki Minaj","Blow Ya Mind",1,"3QKqNl5DZRuFzE8OlGMGbN",0.605,0.923,"C#",-3.389,"Major",0.109,0.000165,0.000116,0.167,0.376,160.082,"4/4",3M 41S
"702","Nicki Minaj","Chun-Li",12,"1e4rwBPVI32vZtTJu7mJ4J",0.686,0.73,"F#",-5.077,"Minor",0.374,0.278,4.76e-05,0.106,0.474,128.943,"5/4",3M 12S
"703","Nicki Minaj","Coco Chanel (feat. Foxy Brown)",1,"5NjcvFJsahRqqSvNvTVJX4",0.756,0.881,"C#",-4.115,"Major",0.159,0.132,0.000528,0.63,0.596,121.292,"3/4",3M 45S
"704","Nicki Minaj","Come See About Me",1,"6vEACl33YmToJdIxZDVcSx",0.62,0.612,"C#",-5.489,"Major",0.0609,0.318,4.19e-05,0.128,0.376,78.962,"4/4",4M 6S
"705","Nicki Minaj","Did It On’em",2,"6Slt6WiWnriaqCb8xXb2ZT",0.562,0.414,"G",-7.032,"Major",0.349,0.0445,0,0.204,0.474,155.826,"4/4",3M 32S
"706","Nicki Minaj","Ganja Burn",3,"3LHYmz86DxGInsRp3wiiW5",0.755,0.902,"C#",-2.835,"Minor",0.0631,0.161,0.00199,0.137,0.76,108.991,"4/4",4M 54S
"707","Nicki Minaj","Good Form",7,"6supMAknraGpJrN5qqYfV8",0.898,0.733,"G",-4.75,"Major",0.178,0.0533,0.000115,0.102,0.295,96.51,"4/4",3M 57S
"708","Nicki Minaj","Hard White",1,"1hHbmfNfXIwHyHCYO8ae3I",0.763,0.736,"D",-3.403,"Major",0.212,0.08,0.0272,0.145,0.273,173.952,"4/4",3M 14S
"709","Nicki Minaj","I'm Legit",6,"11a6GzsfPoLY1bVw3IFeMs",0.859,0.746,"A",-3.014,"Major",0.0663,0.0301,0.000877,0.169,0.543,75.002,"4/4",3M 18S
"710","Nicki Minaj","Itty Bitty Piggy",5,"1uYxHHZBRliM9cNzCxq93g",0.761,0.722,"G",-4.343,"Major",0.391,0.12,0,0.0649,0.798,92.45,"4/4",4M 7S
"711","Nicki Minaj","LLC",3,"7CKR3FcBqSsGcgce0ECe1z",0.836,0.756,"A#",-5.441,"Minor",0.124,0.0524,0.0291,0.0606,0.803,153.989,"4/4",3M 42S
"712","Nicki Minaj","MEGATRON",1,"1ZDmxwg7Lywlx68b7SsJjj",0.893,0.641,"C#",-3.051,"Major",0.272,0.128,8.06e-05,0.086,0.771,94.017,"4/4",3M 11S
"713","Nicki Minaj","Nip Tuck",1,"3gTp4KG5WhiXUV3Q7OGBnD",0.845,0.618,"G#",-7.086,"Major",0.2,0.0149,0,0.196,0.366,119.944,"4/4",3M 27S
"714","Nicki Minaj","No Frauds",2,"7KcGEssn7BnJdTgildK5y0",0.867,0.558,"C#",-6.975,"Major",0.258,0.0884,4.05e-06,0.541,0.432,139.061,"4/4",4M 32S
"715","Nicki Minaj","Pills n Potions",7,"2bkyTJ4bAnc8a5ly3dg9DX",0.391,0.604,"D",-8.104,"Major",0.212,0.00812,5.18e-06,0.0443,0.168,169.658,"4/4",4M 28S
"716","Nicki Minaj","Seeing Green (with Drake & Lil Wayne)",2,"1TZv3bujNaYz646eezRE91",0.573,0.867,"F",-2.876,"Minor",0.168,0.0853,0,0.38,0.231,74.861,"4/4",5M 40S
"717","Nicki Minaj","Starships",1,"1oHNvJVbFkexQc0BpQp7Y4",0.747,0.716,"B",-2.457,"Minor",0.075,0.135,0,0.251,0.751,125.008,"4/4",3M 31S
"718","Nicki Minaj","Super Bass",1,"3hlksXnvbKogFdPbpO9vel",0.723,0.86,"B",-4.357,"Major",0.203,0.271,4.56e-06,0.598,0.667,126.979,"4/4",3M 20S
"719","Nicki Minaj","Win Again",1,"1o6M2GxY3ITaFzOD3XEaFB",0.799,0.674,"C",-5.589,"Major",0.0832,0.0957,0,0.162,0.422,119.988,"4/4",4M 10S
"720","Nicki Minaj","Yikes",6,"75dLEqanQTupF3dtP9exT5",0.911,0.637,"G#",-8.381,"Major",0.447,0.0409,3.68e-05,0.238,0.66,149.996,"4/4",2M 37S
"721","Nicki Minaj","Your Love",2,"1w6kG4Rc29m5EherbvpkF5",0.422,0.52,"B",-10.231,"Major",0.343,0.00204,0.00413,0.411,0.184,189.63,"4/4",4M 5S
"722","Niki","Around",4,"6tv9CzrMUHQFrm9VHHO1hv",0.485,0.125,"C",-16.486,"Major",0.0438,0.887,3.88e-06,0.108,0.153,130.234,"4/4",3M 4S
"723","Nikki Fre$h","Lil Gems",1,"74j38AxRecUuPBcoO72BeL",0.854,0.71,"B",-5.745,"Minor",0.097,0.146,4.35e-05,0.414,0.728,118.042,"4/4",2M 8S
"724","Nina Nesbitt","Is It Really Me You're Missing",2,"2lgyZWQSJWmswrLJyM27kB",0.535,0.297,"F#",-6.043,"Major",0.0665,0.653,0,0.118,0.0492,147.569,"4/4",3M 53S
"725","Nina Tribus","Beneath My Throne",2,"0Z51m9YDx0r4Q5ZpSQdIIL",0.692,0.686,"A",-5.062,"Minor",0.11,0.0169,0,0.111,0.348,95.013,"4/4",2M 27S
"726","Nina Tribus","Medusa",2,"0hxyyvcYHPQUhzXqxVkvnk",0.718,0.656,"G#",-8.843,"Major",0.328,0.282,2.57e-05,0.604,0.698,75.018,"4/4",2M 24S
"727","NOah Davis","Tea",6,"24RQ6qDJAQ1sa94p1qfdYh",0.799,0.411,"C#",-7.352,"Minor",0.0705,0.156,2.95e-06,0.071,0.594,88.029,"4/4",2M 16S
"728","Normani","Motivation",3,"0rIAC4PXANcKmitJfoqmVm",0.599,0.887,"E",-3.967,"Major",0.0984,0.0192,1.21e-06,0.3,0.881,170.918,"4/4",3M 14S
"729","Normani","Wild Side (feat. Cardi B)",1,"2vXgyN14LX2zl7JEASw242",0.74,0.576,"F#",-6.744,"Minor",0.146,0.0249,0,0.104,0.315,110.095,"4/4",3M 29S
"730","Normani","Wild Side (feat. Cardi B) - Extended Version",2,"2SSWIysBzyEEPJchLh3LrP",0.733,0.608,"F#",-6.699,"Minor",0.129,0.0341,0,0.0986,0.34,110.091,"4/4",4M 9S
"731","Ocean Kelly","Wanda's Cunty Vision",1,"1IQUcRrh5tY2aAdiO6YObw",0.44,0.918,"B",-9.195,"Minor",0.465,0.135,0,0.229,0.769,172.356,"5/4",1M 57S
"732","Olivia O'Brien","hate u love u",2,"6ATgDc6e4sPn84hvJsAmPt",0.407,0.416,"F#",-8.915,"Minor",0.174,0.656,0,0.0981,0.246,176.947,"4/4",2M 55S
"733","Olivia Rodrigo","1 step forward, 3 steps back",4,"4wcBRRpIfesgcyUtis7PEg",0.473,0.203,"D",-12.627,"Major",0.102,0.941,0,0.126,0.419,168.884,"4/4",2M 44S
"734","Olivia Rodrigo","brutal",2,"6SRsiMl7w1USE4mFqrOhHC",0.672,0.526,"E",-6.446,"Major",0.0599,0.0311,1.37e-06,0.28,0.28,123.999,"4/4",2M 24S
"735","Olivia Rodrigo","deja vu",7,"6HU7h9RYOaPRFeh0R3UeAr",0.442,0.612,"D",-7.222,"Major",0.112,0.584,5.7e-06,0.37,0.178,180.917,"4/4",3M 36S
"736","Olivia Rodrigo","drivers license",3,"5wANPM4fQCJwkGd4rN57mH",0.561,0.431,"A#",-8.81,"Major",0.0578,0.768,1.42e-05,0.106,0.137,143.875,"4/4",4M 2S
"737","Olivia Rodrigo","enough for you",4,"2TOzTqQXNmR2zDJXihjZ2e",0.638,0.259,"G",-10.706,"Major",0.0898,0.753,0,0.219,0.269,88.485,"4/4",3M 23S
"738","Olivia Rodrigo","favorite crime",5,"5JCoSi02qi3jJeHdZXMmR8",0.369,0.272,"A",-10.497,"Major",0.0364,0.866,0,0.147,0.218,172.929,"4/4",2M 33S
"739","Olivia Rodrigo","good 4 u",20,"4ZtFanR9U6ndgddUvNcjcG",0.563,0.664,"A",-5.044,"Major",0.154,0.335,0,0.0849,0.688,166.928,"4/4",2M 58S
"740","Olivia Rodrigo","happier",2,"2tGvwE8GcFKwNdAXMnlbfl",0.395,0.443,"F#",-9.72,"Major",0.133,0.765,9.67e-06,0.0839,0.338,168.924,"3/4",2M 56S
"741","Olivia Rodrigo","hope ur ok",3,"1zejeOnykpCoyVSit6Bwp3",0.443,0.298,"C",-12.181,"Major",0.0644,0.388,1e-05,0.103,0.172,77.253,"4/4",3M 30S
"742","Olivia Rodrigo","jealousy, jealousy",4,"0MMyJUC3WNnFS1lit5pTjk",0.695,0.575,"A#",-6.334,"Minor",0.116,0.198,0,0.0614,0.699,163.929,"4/4",2M 53S
"743","Olivia Rodrigo","traitor",4,"5CZ40GBx1sQ9agT82CLQCT",0.38,0.339,"D#",-7.885,"Major",0.0338,0.691,0,0.12,0.0849,100.607,"4/4",3M 49S
"744","One Direction","Olivia",1,"5dONhl6aXFuN86UBdayF6W",0.64,0.681,"F#",-5.362,"Major",0.0334,0.0438,0,0.166,0.676,118.062,"4/4",2M 58S
"745","Orla Gartland","Between My Teeth",2,"07FNKVJKWX08paQiethhD0",0.829,0.577,"A",-5.269,"Minor",0.0637,0.0812,0,0.027,0.601,123.97,"4/4",3M 16S
"746","Orla Gartland","Zombie!",1,"6sDeF4lLQHWfGOqBzV3whw",0.54,0.739,"G",-5.919,"Major",0.231,0.00678,1.1e-05,0.0814,0.616,88.043,"4/4",2M 57S
"747","Panic! at the Disco","High Hopes",1,"1rqqCSm0Qe4I9rUvWncaom",0.579,0.904,"F",-2.729,"Major",0.0618,0.193,0,0.064,0.681,82.014,"4/4",3M 11S
"748","Paramore","Brick by Boring Brick",1,"1a9YW7fATU351ok4zWjU7a",0.436,0.942,"A",-2.206,"Major",0.0496,9.56e-05,0.000438,0.209,0.5,164.975,"4/4",4M 14S
"749","Paramore","crushcrushcrush",1,"3VA4sjTMSTTF02hFGmlpJh",0.631,0.793,"C#",-4.086,"Minor",0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,"4/4",3M 9S
"750","Paramore","Interlude: I'm Not Angry Anymore",1,"2GBjsCkCpR5w8Zri9aE49H",0.469,0.309,"G",-13.694,"Major",0.091,0.965,0,0.115,0.235,112.412,"4/4",53S
"751","Paravi","Cloud 9",1,"0Qj4YyHTtV01Fvfl2fibea",0.53,0.268,"C",-9.799,"Major",0.0332,0.862,0,0.0936,0.338,113.715,"4/4",2M 22S
"752","Parokya Ni Edgar","Your Song",1,"3OpGUlDmRUXh0NkIYWoIlD",0.636,0.159,"B",-13.117,"Major",0.0549,0.892,0,0.112,0.658,119.766,"5/4",2M 48S
"753","Peach Tree Rascals","Mariposa",4,"4ja2gzrNh9VNigzoXfmbwD",0.676,0.525,"A",-5.88,"Major",0.028,0.617,0,0.356,0.421,112.011,"4/4",3M 30S
"754","Penelope Scott","Rät",1,"25z6kpmIwkCUqk2IORrJ5v",0.591,0.45,"F",-13.291,"Minor",0.26,0.312,0.000116,0.147,0.304,144.201,"4/4",3M 14S
"755","PENTAGON","Naughty boy",4,"1qLgJ1M37Mj50hlOnuw9cs",0.695,0.68,"D#",-3.051,"Major",0.0614,0.141,0,0.109,0.692,160.034,"4/4",3M 19S
"756","Phoebe Bridgers","I Know the End",1,"0pJW1Xw3aY4Eh6k5iuBkfI",0.323,0.323,"C#",-10.268,"Major",0.0351,0.33,0.0229,0.233,0.256,111.826,"4/4",5M 45S
"757","Phoebe Bridgers","Kyoto",1,"4vjvx7Zxkb4AltGcZ0BBvI",0.6,0.749,"B",-6.889,"Major",0.0419,0.0467,0.295,0.0915,0.485,131.024,"4/4",3M 5S
"758","Phoebe Bridgers","Motion Sickness",3,"5xo8RrjJ9CVNrtRg2S3B1R",0.651,0.546,"C#",-9.021,"Major",0.0357,0.774,0.0437,0.0842,0.623,107.021,"4/4",3M 50S
"759","Pia Mia","Hot",1,"25a7EWpbv4NjeUIP1PN6T1",0.726,0.623,"E",-3.986,"Minor",0.109,0.297,0,0.0642,0.844,95.986,"4/4",2M 35S
"760","pinkpantheress","Attracted to You",3,"4fPjI40ElIwJQ4DJJxSCOe",0.727,0.58,"F#",-11.094,"Major",0.192,0.0372,0.00377,0.0596,0.75,114.21,"4/4",1M 8S
"761","pinkpantheress","Just for me",1,"6OTKVgVpVaVjhRLYizPJKA",0.778,0.628,"C",-7.844,"Major",0.0618,0.705,0.00193,0.299,0.698,133.048,"4/4",1M 56S
"762","pinkpantheress","Pain",1,"7CIERzyqIwLVKGp00YbHRO",0.829,0.617,"C#",-8.497,"Major",0.14,0.227,0.00306,0.0618,0.81,125.605,"4/4",1M 39S
"763","Planet 1999","Replay",1,"6GXc2suLoUJxYfzghNva2K",0.724,0.669,"E",-6.933,"Major",0.0537,0.418,0.00751,0.0762,0.659,170.022,"4/4",2M 54S
"764","Poppy","All The Things She Said",2,"0je6JQMhrkDF8aPSHcQ1r2",0.556,0.834,"C#",-5.016,"Major",0.055,0.00355,0.000185,0.111,0.509,90.042,"4/4",3M 41S
"765","Poppy","Anything Like Me",2,"6pqKUfCoioWVFiYiGN33UN",0.425,0.623,"F#",-8.641,"Minor",0.0908,0.029,0.098,0.0608,0.0391,116.965,"4/4",3M 20S
"766","Poppy","Bite Your Teeth",3,"41hXrd90DAopizgFpqI2mY",0.239,0.8,"C",-4.369,"Major",0.0625,0.0376,0.0107,0.0879,0.237,90.309,"4/4",2M 43S
"767","Poppy","Bleach Blonde Baby",1,"7deIh4dukbDRiQu9EwUWaT",0.796,0.668,"C#",-6.193,"Minor",0.0409,0.000523,0.0955,0.101,0.647,126.995,"4/4",3M 30S
"768","Poppy","BLOODMONEY",3,"6QPOr9B8aEquK1nGwG9Yj6",0.446,0.894,"B",-5.525,"Major",0.428,0.065,0.000201,0.1,0.157,86.181,"4/4",3M 3S
"769","Poppy","Concrete",2,"015EEnzb9yU7gfyyeYYYxy",0.17,0.947,"A",-5.399,"Major",0.348,0.0454,0.00125,0.248,0.216,176.024,"4/4",3M 21S
"770","Poppy","Fill the Crown",1,"3F2aFZiQ2YjIg3e50pqC6c",0.584,0.852,"C",-4.958,"Major",0.0572,0.00429,0.00022,0.118,0.389,112.036,"4/4",3M 32S
"771","Poppy","Girls in Bikinis",14,"5FXn5JHL50tDPMITGun9zh",0.886,0.893,"F#",-2.713,"Minor",0.0612,0.116,0.0737,0.145,0.814,116.01,"4/4",2M 25S
"772","Poppy","I Disagree",3,"5E09pgezFesGrk4ZL9T2cc",0.355,0.867,"C",-4.596,"Major",0.0737,0.066,0,0.325,0.357,180.111,"4/4",3M 14S
"773","Poppy","Khaos x4",1,"6X9rsDltFWeDLrGFNl5jA9",0.168,0.939,"F",-3.467,"Major",0.237,0.0259,0.00697,0.422,0.21,175.162,"4/4",2M 57S
"774","Poppy","My Microphone",1,"58b4z2oWbwXteP8od6Drjw",0.666,0.725,"A#",-6.181,"Minor",0.0905,0.000125,0.274,0.0433,0.551,163.065,"4/4",2M 52S
"775","Poppy","Nothing I Need",1,"1Gfclnk6vDFwGUPPxdTqLe",0.557,0.383,"C",-7.97,"Major",0.0259,0.318,3.05e-05,0.0747,0.134,88.974,"4/4",2M 50S
"776","Poppy","Sit / Stay",6,"63UZ7V1aOCm902l8SVv1rI",0.526,0.901,"C#",-6.139,"Major",0.0388,0.01,0.0111,0.339,0.346,131.953,"4/4",3M 54S
"777","ppcocaine","Hugh Hefner",1,"4yzCXVdOKzt87w4bRItgNx",0.94,0.74,"B",-7.849,"Major",0.171,0.00652,1.01e-05,0.0947,0.702,136.038,"4/4",2M 22S
"778","Precious","Hey Boy",1,"0ayMbitcsoK3YleIaIHw6Q",0.751,0.563,"F",-10.084,"Minor",0.15,0.0972,0.264,0.135,0.673,123.782,"4/4",2M 51S
"779","Princess Nokia","It's Not My Fault",1,"3P27Dj2AqFIyy6ExlstOVi",0.957,0.737,"G#",-3.829,"Major",0.0857,0.0743,0.000107,0.0639,0.874,132.987,"4/4",2M 6S
"780","Princess Nokia","Versace Hottie",1,"125U9Ok6RD3jG5aLzyvxnY",0.779,0.562,"B",-11.083,"Minor",0.286,0.138,0.0539,0.673,0.661,124.081,"4/4",3M 14S
"781","Priyanka","Come Through",1,"1dlz8dUn5Hbebp5nA9srNX",0.867,0.913,"C#",-6.441,"Major",0.136,0.0717,4.08e-06,0.0248,0.749,126.958,"4/4",2M 48S
"782","Purity Ring","begin again",3,"3S6qD3X5lXJEzzjzfytC5u",0.364,0.521,"B",-9.447,"Minor",0.0767,0.01,0.0431,0.296,0.337,92.069,"4/4",3M 37S
"783","Purity Ring","heartsigh",1,"0LcUrvUIaborqk9zKi2nwb",0.612,0.572,"B",-9.65,"Major",0.0308,0.00904,0.00142,0.0524,0.386,138.99,"4/4",3M 19S
"784","Purity Ring","i like the devil",4,"5Q42MkhwFsuM8uk8wkHTR7",0.549,0.526,"G",-8.134,"Minor",0.0302,0.0668,0.0136,0.142,0.156,99.968,"4/4",2M 55S
"785","Purity Ring","pink lightning",8,"6kMFhHABG3rqIQ7uCqQswP",0.304,0.651,"C",-8.137,"Minor",0.0897,0.183,0.00316,0.138,0.269,160.005,"4/4",4M 15S
"786","Purity Ring","sinew",3,"7K0tzjli9Ksqy4R2YuJriV",0.518,0.638,"F#",-7.158,"Major",0.0361,0.167,0.00106,0.568,0.328,131.987,"4/4",3M 11S
"787","Purity Ring","stranger than earth",2,"424OLW8i91d03na4cRUEhr",0.71,0.485,"F#",-8.347,"Major",0.0598,0.0638,0.00641,0.138,0.345,126.061,"4/4",4M 19S
"788","Qveen Herby","BALENCIAGA DREAMS",1,"5qmDnzykrcvkVObfvhlfhg",0.336,0.514,"F#",-7.109,"Minor",0.0618,0.144,9.09e-06,0.188,0.0812,79.613,"4/4",3M 3S
"789","Qveen Herby","GUCCI VISION",2,"7xN8V51csKoxWbhUxNmqT5",0.706,0.702,"E",-5.922,"Minor",0.0901,0.0581,0,0.1,0.593,179.972,"4/4",2M 50S
"790","Qveen Herby","NAUGHTY GIRL",1,"5Hf4HQ8zZbnxFbxPo2M9UV",0.79,0.676,"A",-5.635,"Minor",0.09,0.049,0,0.286,0.562,139.047,"4/4",3M 9S
"791","Qveen Herby","Sugar Daddy",3,"2ViSWfhT0kvEulXA1HH7Wk",0.953,0.453,"A#",-7.197,"Major",0.07,0.0605,0.000159,0.625,0.0368,126.009,"4/4",3M 24S
"792","Qveen Herby","Who Is She",1,"31c44vaVptQyFAaoCvNZn6",0.716,0.675,"G",-6.623,"Major",0.0492,0.229,0,0.0561,0.581,157.087,"4/4",2M 48S
"793","Radiohead","Weird Fishes/ Arpeggi",1,"4wajJ1o7jWIg62YqpkHC7S",0.531,0.61,"B",-8.025,"Minor",0.0387,0.772,0.756,0.0908,0.199,152.958,"4/4",5M 18S
"794","RADWIMPS","Zenzenzense - movie ver.",1,"2DLrgv7HhJanCuD8L9uJLR",0.321,0.906,"B",-3.967,"Major",0.141,0.000439,0,0.0862,0.641,189.776,"4/4",4M 46S
"795","Rainbow Chan","Oblivion",4,"7y5Epl5axmVOZY2MmpxmtJ",0.511,0.419,"G",-10.348,"Major",0.0274,0.672,0.000164,0.165,0.37,131.101,"4/4",3M 41S
"796","RAINNE","Psycho Killer",1,"2BV1oToa6RzWygoTrEPhAK",0.71,0.719,"D",-8.409,"Major",0.0393,0.0064,0.0319,0.359,0.409,129.987,"4/4",2M 50S
"797","Raveena","Close 2 U",2,"7rgvhF2a3WjRkRtx2lndyc",0.758,0.337,"C",-9.776,"Major",0.0494,0.71,1.94e-05,0.165,0.368,93.01,"4/4",4M 0S
"798","Raveena","Honey",3,"6ohzjop0VYBRZ12ichlwg5",0.804,0.269,"C#",-14.967,"Major",0.0516,0.428,0.00362,0.0785,0.369,128.999,"4/4",4M 32S
"799","Raveena","If Only",1,"4jyU03J2YOhRxgOHit2auK",0.759,0.404,"A#",-11.803,"Minor",0.049,0.462,0.00139,0.0841,0.581,77.977,"4/4",3M 21S
"800","Raveena","Petal",1,"12Aq4Ryc1rZQ0hWnT8wZNe",0.429,0.17,"C",-14.415,"Minor",0.0949,0.873,1.69e-05,0.188,0.362,119.452,"4/4",3M 7S
"801","Raveena","Still Dreaming",1,"2GWMfWHvLixgTo9s5NGn3w",0.745,0.318,"F#",-10.635,"Major",0.0511,0.478,0.1,0.113,0.134,120.056,"4/4",4M 21S
"802","Raveena","Tweety",1,"2NDMLu8ZNrAsAsPAoW5VOx",0.848,0.542,"F#",-7.164,"Major",0.0539,0.155,7.99e-05,0.0767,0.538,132.038,"4/4",3M 53S
"803","Ray Silvers","Drive",1,"7wUIs4I7KC2ipMH8Q0xXIY",0.482,0.777,"F",-4.585,"Minor",0.0477,0.115,9.96e-06,0.269,0.394,120.062,"4/4",3M 24S
"804","Red Velvet","Psycho",1,"3CYH422oy1cZNoo0GTG1TK",0.664,0.666,"G#",-2.203,"Major",0.0446,0.193,0,0.0854,0.405,139.987,"4/4",3M 31S
"805","REI AMI","DICTATOR",2,"1i5fRXLDQmiNf878YdAUjk",0.56,0.633,"C#",-6.912,"Major",0.361,0.521,4.23e-05,0.299,0.519,129.992,"4/4",3M 1S
"806","REI AMI","SNOWCONE",1,"00P1RGdQvHcyuW1ililPdI",0.755,0.61,"G#",-7.507,"Major",0.0854,0.528,0.00372,0.343,0.568,128.97,"4/4",2M 36S
"807","Remi Wolf","Liquor Store",1,"1ovtvpb50WVY9VFZzHp77r",0.741,0.666,"C#",-5.936,"Minor",0.0448,0.0329,1.89e-05,0.044,0.552,91.044,"4/4",2M 52S
"808","Renée Elise Goldsberry","The Schuyler Sisters",1,"71X7bPDljJHrmEGYCe7kQ8",0.74,0.727,"D",-6.253,"Major",0.278,0.187,0,0.627,0.792,101.409,"4/4",3M 7S
"809","RENforshort","i drive me mad",1,"74tswKcYGnbqDd9zbPHAgW",0.529,0.454,"G",-5.499,"Major",0.0959,0.125,0,0.183,0.457,108.316,"4/4",2M 57S
"810","Rex Orange County","Happiness",1,"2rXVtoLBHuXcNB5DVfIc9p",0.399,0.235,"F",-9.774,"Major",0.0334,0.734,1.56e-06,0.161,0.197,105.645,"3/4",4M 40S
"811","Rex Orange County","Pluto Projector",2,"4EWBhKf1fOFnyMtUzACXEc",0.379,0.219,"F",-11.196,"Major",0.0307,0.707,0.000691,0.118,0.188,79.786,"4/4",4M 28S
"812","Reyanna Maria","So Pretty",1,"1yLTcitjbEJr7a4jyDB0Lz",0.799,0.543,"A#",-6.094,"Minor",0.24,0.0512,0.0425,0.134,0.25,187.906,"4/4",1M 26S
"813","Ricky Montgomery","Line Without A Hook",7,"5NvOZCjZaGGGL597exlQWv",0.432,0.652,"G#",-4.969,"Major",0.0285,0.262,0,0.258,0.507,190.028,"3/4",4M 10S
"814","Ricky Montgomery","Line Without a Hook (feat. mxmtoon)",1,"4dHdqpGaO9km4TEw9nNQSR",0.589,0.605,"G#",-7.237,"Major",0.0273,0.0658,0,0.332,0.503,95.084,"3/4",4M 11S
"815","Ricky Montgomery","Mr Loverman",1,"2IVsRhKrx8hlQBOWy4qebo",0.639,0.526,"C",-6.697,"Major",0.0256,0.245,2.43e-05,0.25,0.488,130.033,"3/4",3M 37S
"816","Rihanna","Needed Me",1,"4pAl7FkDMNBsjykPXo91B3",0.671,0.314,"F",-8.091,"Minor",0.244,0.11,0,0.0825,0.296,110.898,"4/4",3M 12S
"817","Rihanna","Where Have You Been",1,"5WQQIDU3HRaMyPkob8mpFb",0.719,0.847,"C",-6.34,"Minor",0.0916,0.00201,0.0204,0.221,0.444,127.963,"4/4",4M 3S
"818","Riley","Dreamgirls",1,"7xJufKnDoJPzY165DsPTXt",0.393,0.838,"D",-4.883,"Major",0.196,0.567,0,0.701,0.757,151.901,"4/4",3M 16S
"819","Rina Sawayama","Akasaka Sad",1,"32umfTzGdXsWOTNaRGR5hd",0.666,0.912,"C",-4.097,"Major",0.147,0.14,6.98e-05,0.374,0.477,144.956,"4/4",3M 2S
"820","Rina Sawayama","Bad Friend",2,"1ApN1loxlt0rzRFc8iETw7",0.549,0.72,"G#",-4.426,"Major",0.0502,0.215,3e-06,0.327,0.454,94.92,"4/4",3M 28S
"821","Rina Sawayama","Cherry",12,"36RGU7buus2UUtrPZ78hkR",0.576,0.79,"D#",-3.463,"Major",0.0509,0.0129,4.69e-06,0.344,0.629,102.033,"4/4",3M 25S
"822","Rina Sawayama","Chosen Family",3,"3KVrr2SzGmngAt3IkM5Hzm",0.497,0.586,"E",-6.985,"Major",0.0413,0.496,0,0.0698,0.283,73.016,"4/4",4M 40S
"823","Rina Sawayama","Dance in the Dark - Spotify Singles",1,"19aAGYe7PlYf6yfUrDGykW",0.445,0.79,"F",-2.163,"Major",0.0402,0.232,5.05e-06,0.331,0.261,122.911,"4/4",3M 45S
"824","Rina Sawayama","Dynasty",1,"154gL4Xb5AsreMkcDlVFYS",0.249,0.891,"G",-1.08,"Major",0.059,0.102,0,0.125,0.199,84.098,"4/4",3M 8S
"825","Rina Sawayama","Enter Sandman",1,"18sXLZIxb7nYy3g0Wnx8bA",0.525,0.958,"A",-4.611,"Minor",0.112,0.00137,0.000204,0.0841,0.285,124.758,"4/4",5M 34S
"826","Rina Sawayama","Love It If We Made It",1,"6fhqgtrrMU7JSHXjo5KOlC",0.563,0.636,"D",-4.976,"Major",0.0459,0.325,0,0.328,0.285,94.97,"4/4",4M 4S
"827","Rina Sawayama","Love Me 4 Me",4,"28MOE4pVk5uN3wBDGBacET",0.503,0.842,"C",-4.181,"Major",0.0434,0.0633,0,0.0651,0.403,106.93,"4/4",3M 12S
"828","Rina Sawayama","Snakeskin",9,"6c3qhnJnDalbbgC7CAijbn",0.413,0.716,"G#",-4.528,"Major",0.0883,0.0921,3.53e-06,0.0772,0.123,139.689,"4/4",3M 13S
"829","Rina Sawayama","XS",10,"1TWNKyNQOBfNUkWWs7FooF",0.635,0.929,"D",-3.256,"Minor",0.146,0.0854,1.14e-06,0.0822,0.59,117.039,"4/4",3M 21S
"830","RiVerse","BaeBeeBoo",1,"0UILWa3q9qV97D1GrScEqX",0.724,0.69,"B",-3.919,"Minor",0.0697,0.287,0,0.103,0.419,105.005,"4/4",3M 8S
"831","Roar","I Can't Handle Change",5,"0I1eFRytp4XRhLCjT6tZm7",0.247,0.438,"F",-8.479,"Major",0.0358,0.0455,0.000871,0.111,0.39,185.716,"3/4",3M 18S
"832","Robyn","Ever Again",1,"2E5e4J3nm1LMHkqTS21Dlq",0.942,0.539,"E",-10.442,"Minor",0.0866,0.0229,0.000276,0.0887,0.727,125.035,"4/4",4M 24S
"833","Robyn","Missing U",2,"5mE2RcGPPbE4gNoLB6FYPf",0.702,0.666,"F",-8.307,"Minor",0.0463,0.0472,0.000119,0.139,0.109,119.93,"4/4",4M 57S
"834","Robyn","With Every Heartbeat",1,"53SqGkNJAYLss9AgbduTqQ",0.501,0.869,"E",-4.103,"Minor",0.0395,0.00781,0.000308,0.255,0.352,120.859,"3/4",4M 15S
"835","Role Model","blind",2,"0NuWgxEp51CutD2pJoF4OM",0.765,0.663,"C",-5.223,"Major",0.0652,0.141,0.000297,0.0924,0.686,150.091,"4/4",2M 33S
