"danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_s","liked","mode_major","time_signature_0/4","time_signature_1/4","time_signature_3/4","time_signature_4/4","time_signature_5/4","key_A","key_A#","key_B","key_C","key_C#","key_D","key_D#","key_E","key_F","key_F#","key_G","key_G#"
0.738,0.814,-4.414,0.0999,0.132,9.64e-06,0.126,0.483,119.041,226,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,177,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991,166,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991,166,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.678,0.735,-4.725,0.0488,0.0265,2.19e-05,0.235,0.386,100.002,205,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.803,0.743,-3.602,0.0681,0.105,2.12e-06,0.099,0.674,108.005,203,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.57,0.585,-7.041,0.251,0.128,0.000105,0.111,0.378,97.285,172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.518,0.921,-3.693,0.0505,0.000234,0.316,0.419,0.251,150.004,251,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.398,0.571,-6.354,0.0397,0.493,0,0.106,0.556,152.909,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.547,0.729,-6.118,0.0293,0.023,5.43e-05,0.225,0.431,141.981,208,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.577,0.724,-4.657,0.0671,0.0229,0,0.0927,0.397,127.948,194,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.735,0.43,-9.532,0.0349,0.573,0,0.111,0.522,129.942,190,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.662,0.731,-7.985,0.0344,0.363,0.876,0.422,0.312,153.001,239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.472,0.762,-4.664,0.0679,0.148,0,0.122,0.269,149.788,184,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.45,0.688,-4.116,0.0383,0.0334,0,0.23,0.279,149.95,196,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.394,0.672,-4.988,0.0386,0.35,0.00119,0.262,0.24,143.996,238,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.474,0.703,-6.232,0.0342,0.0125,0,0.21,0.443,151.983,215,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.327,0.698,-5.136,0.0428,0.0254,0,0.0849,0.256,92.289,219,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.611,0.57,-9.4,0.0366,0.00559,0.151,0.213,0.473,156.084,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.588,0.788,-9.026,0.0411,0.00253,0.118,0.121,0.109,104.987,188,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.497,0.747,-5.455,0.0704,0.395,0,0.0991,0.209,154.052,193,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.674,0.545,-8.896,0.0298,0.846,0.843,0.127,0.716,98.05,184,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.518,0.873,-5.106,0.0389,0.0226,0.000523,0.193,0.186,127.995,311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.587,0.75,-4.022,0.0342,0.0352,1.86e-06,0.168,0.234,128.016,187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.733,0.552,-8.732,0.0963,0.216,0.00511,0.11,0.343,106.048,203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.47,0.482,-6.999,0.0435,0.202,0.0419,0.0746,0.212,117.448,273,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.822,0.471,-7.303,0.193,0.186,0,0.215,0.512,135.07,231,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.435,0.708,-5.073,0.0577,0.0257,0.153,0.129,0.247,128.197,200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.625,0.652,-5.441,0.0362,0.00132,0.00986,0.119,0.184,128.033,203,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.462,0.438,-8.227,0.0953,0.563,0,0.181,0.342,107.364,206,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.671,0.972,-4.412,0.043,5.86e-05,0.805,0.123,0.165,130.068,183,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.612,0.57,-6.642,0.0347,0.278,0,0.0963,0.334,77.004,197,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.769,0.718,-5.504,0.164,0.136,0,0.0746,0.705,89.994,188,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.336,0.627,-7.463,0.0384,0.164,0,0.0708,0.35,150.273,241,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.71,0.572,-7.187,0.0616,0.364,0,0.129,0.642,140.052,196,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.678,0.357,-14.712,0.128,0.675,0.00569,0.124,0.0661,113.301,198,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.66,0.987,-4.364,0.134,0.00812,3.75e-06,0.247,0.447,123.966,165,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.605,0.664,-7.162,0.0316,0.00548,3e-06,0.204,0.164,103.997,176,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,270,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.674,0.766,-4.53,0.0524,0.0631,0,0.528,0.357,123.991,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.509,0.812,-5.542,0.0477,0.00818,0.906,0.101,0.204,129.88,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.612,0.708,-5.679,0.0575,0.0208,0,0.138,0.663,113.017,209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.484,0.889,-3.631,0.0536,0.00014,0.461,0.354,0.356,127.924,219,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.561,0.832,-6.1,0.0357,0.0182,0.000917,0.0787,0.521,100.985,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.713,0.676,-5.483,0.027,0.0377,0,0.154,0.721,99.048,227,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.604,0.462,-7.053,0.0614,0.558,1.05e-06,0.131,0.378,60.26,215,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.851,0.541,-6.825,0.0505,0.568,0,0.13,0.448,124.959,236,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.775,0.327,-7.241,0.0557,0.841,0,0.0821,0.595,91.05,189,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.655,0.603,-5.014,0.0555,0.0959,0,0.107,0.452,126.088,191,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.799,0.597,-5.131,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.108,0.422,141.99,274,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.614,0.956,-2.693,0.057,0.0307,0.00316,0.0854,0.199,150.05,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.729,0.982,-3.028,0.0634,0.0274,0.106,0.278,0.404,126.024,189,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.783,0.824,-4.558,0.0598,0.0108,0.000795,0.0748,0.413,139.998,161,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.63,0.633,-7.088,0.0457,0.00776,0,0.0541,0.452,93.995,173,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.573,0.375,-10.482,0.031,0.378,0,0.091,0.527,93.688,174,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.684,0.677,-5.398,0.0426,0.0305,0,0.093,0.494,113.12,174,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.573,0.951,-1.376,0.0421,0.000483,0.00451,0.172,0.408,150.063,195,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.652,0.883,-5.372,0.0323,4.53e-05,0.907,0.237,0.412,134.961,188,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.618,0.98,-0.842,0.0777,0.0266,0.516,0.328,0.488,140.003,171,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.677,0.947,-3.814,0.0538,0.0014,0.0688,0.0712,0.798,142.008,153,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.453,0.968,-4.734,0.104,0.0162,5.94e-05,0.153,0.432,75.102,148,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.607,0.875,-2.686,0.0476,5.12e-05,0.00318,0.445,0.131,146.188,166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.557,0.889,-4.045,0.0499,0.00012,0.000225,0.325,0.173,142.015,180,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.63,0.9,-3.955,0.0387,0.000639,0.852,0.203,0.155,134.988,194,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.626,0.88,-2.384,0.0504,0.205,0,0.128,0.534,95.079,203,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.545,0.814,-4.398,0.0409,0.028,0,0.0969,0.696,104.93,157,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.015,214,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.738,0.867,-3.033,0.127,0.0832,0.828,0.263,0.443,147.016,186,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.791,0.565,-3.933,0.0439,0.0623,0,0.156,0.181,99.961,156,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.732,0.956,-2.775,0.0708,0.017,6.99e-06,0.357,0.375,145.103,171,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.726,0.876,-4.204,0.16,0.0331,0.00569,0.0658,0.569,75.026,205,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.664,0.844,-5.012,0.0405,0.00635,0.00285,0.542,0.557,142.056,206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.747,0.793,-2.998,0.111,0.0224,0.533,0.341,0.669,145.012,162,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.81,0.625,-3.593,0.071,0.0407,1.53e-06,0.118,0.598,100.019,137,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.532,0.954,0.605,0.0393,0.0953,0.00828,0.294,0.77,141.963,208,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.687,0.799,-1.498,0.0354,0.00286,0.0565,0.21,0.67,142,179,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.682,0.851,-7.117,0.0363,0.0146,0.000834,0.0289,0.348,126,192,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.58,0.895,-3.702,0.0367,0.00292,0.731,0.079,0.97,140.023,222,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.78,0.828,-2.235,0.237,0.409,0,0.104,0.786,160.113,168,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.521,0.716,-4.999,0.0364,0.0372,0,0.148,0.12,77.562,191,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.583,0.932,-2.485,0.0871,0.00149,0.633,0.0815,0.244,150.034,196,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.433,0.905,-2.171,0.101,0.00803,0,0.337,0.375,148.149,237,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.531,0.845,-5.362,0.164,0.0037,1.58e-05,0.275,0.537,175.898,181,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.422,0.875,-3.3,0.296,0.0084,1.07e-06,0.396,0.594,71.761,142,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.641,0.837,-2.947,0.182,0.0277,0,0.152,0.82,150.047,195,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.918,0.723,-4.099,0.0653,0.000437,0.141,0.124,0.393,126.046,183,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,181,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.475,0.801,-3.071,0.0381,0.0483,0.00178,0.239,0.296,141.92,205,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.518,0.977,-2.781,0.0937,0.00983,0.00157,0.0632,0.269,149.964,194,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.522,0.941,-3.357,0.25,0.00621,3.63e-06,0.956,0.0994,130.088,202,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.546,0.822,-4.483,0.151,0.0145,0,0.742,0.615,150.06,178,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.583,0.748,-4.798,0.0292,0.00695,0.0241,0.22,0.254,142.029,233,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.628,0.821,-2.721,0.0525,0.0208,0,0.426,0.465,93.001,186,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.599,0.897,-2.731,0.0435,0.228,0,0.554,0.931,156.016,191,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.625,0.424,-14.347,0.339,0.942,0.727,0.133,0.128,133.339,169,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.76,0.231,-12.591,0.341,0.808,0.837,0.133,0.785,82.032,119,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.726,0.752,-7.401,0.0931,0.0529,0.145,0.201,0.174,128.035,195,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.677,0.866,-6.403,0.0392,0.00165,0.662,0.412,0.0386,128.005,304,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.677,0.866,-6.403,0.0392,0.00165,0.662,0.412,0.0386,128.005,304,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,176,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.73,0.896,-7.863,0.0692,0.000727,0.806,0.13,0.331,128.012,251,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.738,0.953,-4.781,0.216,0.0388,0.0146,0.214,0.483,128.069,178,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.573,0.95,-5.167,0.0666,0.00289,0.00119,0.299,0.153,128.013,205,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.573,0.95,-5.167,0.0666,0.00289,0.00119,0.299,0.153,128.013,205,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.594,0.722,-5.751,0.0398,0.0156,0,0.0667,0.407,127.877,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.597,0.931,-4.026,0.0329,0.000636,0.821,0.0593,0.267,128.031,285,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.513,0.917,-4.048,0.0628,0.00543,0.816,0.0592,0.145,128.024,197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.513,0.917,-4.048,0.0628,0.00543,0.816,0.0592,0.145,128.024,197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.532,0.639,-7.419,0.0388,0.0507,0.00131,0.106,0.198,105,193,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.573,0.739,-5.455,0.0581,0.212,0,0.175,0.363,120.077,174,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.534,0.711,-5.927,0.0368,0.05,0.0031,0.135,0.3,128.102,231,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.45,0.898,-3.604,0.0395,0.0277,0.0616,0.166,0.22,127.983,218,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.606,0.941,-3.203,0.0895,0.00401,0.136,0.398,0.396,128.018,156,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.715,0.792,-6.4,0.0325,0.055,0.0236,0.269,0.357,128.024,185,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.584,0.96,-4.492,0.0379,0.0104,0.516,0.175,0.165,128.003,206,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.414,0.486,-6.431,0.0311,0.0129,0,0.111,0.368,128.038,231,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.552,0.759,-4.946,0.0389,0.0355,6.67e-05,0.099,0.41,128.08,234,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.552,0.759,-4.946,0.0389,0.0355,6.67e-05,0.099,0.41,128.08,234,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.422,0.711,-4.809,0.0385,0.0176,0,0.559,0.321,128.066,244,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.466,0.612,-4.855,0.0307,0.0655,4.07e-06,0.132,0.236,128.114,239,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.501,0.519,-5.88,0.0409,0.109,0,0.454,0.168,133.99,196,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.522,0.816,-3.156,0.0643,0.0126,4.19e-06,0.348,0.102,134.103,201,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.66,0.937,-1.098,0.18,0.0328,0.0683,0.497,0.449,128.112,204,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.504,0.847,-6.81,0.0442,0.00434,0,0.816,0.28,127.854,212,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.647,0.642,-7.306,0.0743,0.262,0,0.134,0.48,90.045,164,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.688,0.887,-3.68,0.158,0.000816,0.778,0.276,0.0399,126.029,196,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.424,0.694,-4.912,0.0386,0.0573,0.000937,0.133,0.0801,128.034,282,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.61,0.782,-6.878,0.0462,0.0678,0.132,0.0693,0.119,128.004,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.44,0.635,-6.385,0.0326,0.129,0,0.121,0.327,128.133,207,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.584,0.79,-6.128,0.0589,0.0455,0,0.213,0.291,127.972,239,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.495,0.831,-5.812,0.0319,0.021,4.79e-05,0.495,0.414,128.064,193,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.506,0.693,-7.265,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.679,0.88,-5.462,0.053,0.00577,0.0875,0.0725,0.582,125.005,185,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.609,0.824,-8.251,0.0795,0.0913,2.88e-05,0.134,0.36,127.072,196,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.706,0.882,-4.209,0.0637,0.0777,0.0169,0.61,0.215,122.932,203,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.555,0.747,-8.149,0.0567,0.0348,2.01e-05,0.155,0.481,149.757,223,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.618,0.535,-6.941,0.0421,0.00115,0,0.377,0.154,128.022,233,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.381,0.712,-6.9,0.0355,0.000408,0.589,0.183,0.0378,127.967,255,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.502,0.756,-6.118,0.0363,0.00429,0.769,0.377,0.062,128.125,248,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.859,0.558,-8.991,0.0902,0.659,0.324,0.124,0.357,114.978,144,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.682,0.698,-5.679,0.0335,0.0087,0.834,0.237,0.257,128.059,279,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.584,0.54,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,221,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.365,0.2,-10.972,0.0345,0.697,0,0.0804,0.133,128.042,257,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.604,0.796,-2.416,0.0597,0.0126,0,0.106,0.225,127.991,201,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.669,0.844,-3.774,0.122,0.222,0,0.219,0.266,127.067,191,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.526,0.52,-7.985,0.0569,0.435,0,0.197,0.13,149.119,184,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.526,0.52,-7.985,0.0569,0.435,0,0.197,0.13,149.119,184,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.517,0.828,-5.648,0.0482,9.69e-05,0.841,0.411,0.0605,128.077,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.661,0.723,-6.976,0.0566,0.179,1.23e-05,0.14,0.316,113.778,164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.69,0.78,-4.446,0.0594,0.00733,0.00183,0.0729,0.238,126.07,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.506,0.726,-5.964,0.0366,0.00308,8.05e-05,0.266,0.266,128.044,204,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.506,0.726,-5.964,0.0366,0.00308,8.05e-05,0.266,0.266,128.044,204,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.597,0.736,-7.793,0.0309,0.00296,0.921,0.0914,0.172,128.179,258,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.611,0.644,-7.607,0.0553,0.124,0,0.124,0.13,105.969,222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.507,0.392,-7.883,0.126,0.245,0.0283,0.0899,0.532,209.825,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.61,0.907,-5.224,0.154,0.0207,3.82e-05,0.165,0.515,126.235,159,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.947,-1.84,0.163,0.0395,0,0.1,0.347,126.045,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.687,0.707,-6.19,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,189,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.509,0.729,-4.773,0.0343,0.0732,2.73e-05,0.233,0.196,127.871,221,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.651,0.693,-4.722,0.0375,0.458,0,0.335,0.392,118.97,237,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,0.861,-4.834,0.0386,0.00104,0.479,0.791,0.0725,128.004,199,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,0.861,-4.834,0.0386,0.00104,0.479,0.791,0.0725,128.004,199,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.507,0.887,-4.084,0.141,0.00731,0,0.562,0.336,128.015,248,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.66,0.733,-4.619,0.0359,0.248,8.96e-06,0.17,0.304,119.933,217,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.646,0.854,-4.238,0.0375,0.113,0,0.165,0.372,125.936,223,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.689,0.962,-6.555,0.136,0.00216,0.411,0.123,0.0422,117.988,185,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.52,0.835,-7.775,0.0544,0.278,0.863,0.0711,0.373,127.955,203,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.52,0.835,-7.775,0.0544,0.278,0.863,0.0711,0.373,127.955,203,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.634,0.632,-4.52,0.0313,0.0129,0.000453,0.116,0.449,128.075,210,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.746,0.846,-2.432,0.048,0.0485,0,0.195,0.403,114.955,175,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.685,0.518,-10.153,0.0279,0.115,0,0.0828,0.605,108.979,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.792,0.688,-4.008,0.0386,0.00435,0.00477,0.0972,0.502,124.987,160,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.452,0.896,-4.239,0.0654,0.00161,0.000157,0.14,0.35,127.984,220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.502,0.907,-2.799,0.0484,0.00148,0.814,0.317,0.32,150.073,173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
