"danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_s","liked","mode_major","time_signature_0/4","time_signature_1/4","time_signature_3/4","time_signature_4/4","time_signature_5/4","key_A","key_A#","key_B","key_C","key_C#","key_D","key_D#","key_E","key_F","key_F#","key_G","key_G#"
0.464,0.417,-6.402,0.0361,0.816,0,0.17,0.511,102.561,182,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.655,0.666,-5.309,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,182,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.629,0.662,-5.581,0.0939,0.303,0,0.0762,0.45,82.368,172,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.461,0.624,-8.034,0.0298,0.11,6.97e-06,0.454,0.278,110.003,180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.723,0.843,-6.724,0.139,0.0518,0.0507,0.32,0.42,125.982,253,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074,212,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.792,0.668,-5.67,0.0742,0.24,0.371,0.142,0.242,109.956,157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.802,0.645,-6.181,0.0715,0.272,0,0.119,0.376,100.001,157,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.802,0.645,-6.181,0.0715,0.272,0,0.119,0.376,100.001,157,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.61,0.788,-3.599,0.0646,0.0278,1.06e-06,0.13,0.687,104.934,265,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.722,0.799,-4.336,0.0613,0.0102,0.00435,0.0462,0.886,122.012,236,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.593,0.675,-3.843,0.0306,0.0225,1.33e-05,0.0972,0.267,137.885,246,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.59,0.724,-3.278,0.0439,0.04,4.07e-05,0.142,0.526,127.059,278,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.527,0.835,-5.298,0.0433,0.0166,0,0.249,0.654,125.983,177,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.672,0.834,-4.726,0.0305,0.00769,2.16e-06,0.0586,0.511,123.054,200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.705,0.539,-4.93,0.055,0.000888,0.0244,0.0575,0.848,109.969,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.402,0.754,-4.837,0.0432,0.143,0,0.358,0.621,108.17,191,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.594,0.935,-3.562,0.0565,0.0249,3.97e-06,0.637,0.366,127.015,193,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.402,0.754,-4.837,0.0432,0.143,0,0.358,0.621,108.17,191,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.579,0.736,-3.863,0.0527,0.31,0,0.198,0.613,127.999,231,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.761,0.628,-7.775,0.0604,0.201,2.65e-06,0.0992,0.685,128.04,202,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.536,0.837,-4.877,0.0461,0.000951,0.00587,0.0729,0.455,131.082,213,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.662,0.858,-4.844,0.0428,0.00163,0,0.0456,0.295,133.993,182,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.826,0.466,-7.521,0.0425,0.0351,0.0092,0.0833,0.548,124.95,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.586,0.727,-4.799,0.039,0.00247,0.0107,0.152,0.496,124.99,233,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,245,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.457,0.406,-7.462,0.0291,0.08,0,0.117,0.208,151.95,223,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.534,0.888,-4.667,0.0972,0.00128,6.15e-06,0.0772,0.582,158.368,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.593,0.726,-6.011,0.0298,0.00116,0.00495,0.111,0.634,100.412,212,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.487,0.9,-4.417,0.0482,6.79e-05,0,0.358,0.484,149.937,204,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.683,0.479,-7.661,0.0803,0.467,0.00928,0.204,0.119,85.035,203,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.373,0.67,-5.073,0.0403,0.00581,0,0.0973,0.0636,149.978,221,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.781,0.987,-4.841,0.095,0.000459,0.673,0.529,0.601,127.963,184,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.785,0.332,-7.785,0.0546,0.714,0.874,0.116,0.564,85.116,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.613,0.941,-4.812,0.169,0.0782,0.00348,0.0754,0.256,127.004,380,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.699,0.94,-5.969,0.208,0.0853,0,0.336,0.652,122.079,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.642,0.908,-3,0.166,0.00652,1.5e-05,0.0863,0.735,125.001,197,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.627,0.847,-5.303,0.0352,0.0237,0,0.212,0.611,126.017,251,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.514,0.878,-4.498,0.038,0.0271,0.000356,0.142,0.249,125.988,251,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.488,0.811,-5.048,0.0651,0.0133,0,0.0687,0.296,140.021,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.646,0.741,-4.973,0.034,0.0275,0,0.312,0.571,123.077,203,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.473,0.524,-4.637,0.0281,0.687,0,0.088,0.349,115.029,184,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.646,0.814,-4.547,0.0433,0.0583,6.42e-05,0.118,0.326,127.978,265,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.657,0.839,-5.397,0.0686,0.00602,0.00452,0.0871,0.547,120.054,192,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.577,0.851,-3.975,0.0339,0.0197,0.000462,0.118,0.396,129.952,247,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.467,0.757,-3.01,0.0517,0.0866,0,0.0742,0.383,131.993,255,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.886,0.567,-6.96,0.191,0.0165,0.000178,0.103,0.283,140.043,220,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.804,0.886,-2.512,0.04,0.0837,0,0.266,0.789,144.946,239,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.711,0.642,-6.494,0.0292,0.127,0.00214,0.109,0.324,119.973,193,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.663,0.696,-5.994,0.0349,0.0563,6.25e-06,0.226,0.449,139.98,198,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.694,0.695,-6.612,0.0705,0.489,0.000159,0.131,0.468,100.035,190,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.572,0.593,-8.621,0.0519,0.756,0,0.103,0.318,100.02,180,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.745,0.302,-10.659,0.0907,0.4,0.876,0.0395,0.612,74.046,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.63,0.384,-8.497,0.0436,0.0231,0.614,0.135,0.402,74.902,200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.66,0.867,-4.285,0.116,0.11,0,0.0368,0.377,93.033,180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.919,0.506,-7.14,0.304,0.132,0,0.0771,0.273,97.465,220,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.66,0.9,-5.02,0.14,0.0403,0,0.219,0.591,85.51,213,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.59,0.88,-3.699,0.0496,0.0096,1.49e-06,0.139,0.168,150.046,160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.562,0.484,-9.671,0.0761,0.0318,0.783,0.165,0.28,129.957,224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.67,0.883,-6.533,0.0846,0.00823,0.734,0.126,0.202,144,167,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.465,0.674,-8.4,0.0768,0.0288,0.674,0.632,0.0691,120.032,221,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.645,0.932,-5.377,0.0987,0.00106,0.865,0.391,0.184,124.992,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.702,0.807,-6.824,0.0631,0.0419,0.451,0.0853,0.55,127.987,240,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.556,0.999,-3.048,0.449,0.00329,0.708,0.348,0.0652,152.03,156,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.556,0.999,-3.048,0.449,0.00329,0.708,0.348,0.0652,152.03,156,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.686,0.737,-6.894,0.043,0.00115,0.711,0.12,0.444,125.002,202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.863,0.512,-7.603,0.092,0.264,0.000181,0.121,0.624,120.037,189,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.701,0.782,-4.987,0.138,0.0918,2.31e-06,0.124,0.57,94.03,156,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.585,0.754,-5.396,0.142,0.383,0,0.108,0.666,102.853,155,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.822,0.696,-5.8,0.118,0.0413,0,0.0795,0.57,153.99,230,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.89,0.701,-5.712,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,225,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.711,0.611,-5.453,0.329,0.00575,0,0.231,0.144,134.14,252,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.963,0.309,-8.456,0.315,0.0605,1.9e-05,0.108,0.579,132.04,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.788,0.504,-6.512,0.0467,0.0226,0,0.176,0.117,129.93,141,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.833,0.542,-8.32,0.0679,0.571,0.00112,0.111,0.237,132.001,220,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.692,0.308,-8.342,0.425,0.432,0.000143,0.153,0.203,169.995,270,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.918,0.529,-6.325,0.0847,0.00839,0,0.115,0.262,94.976,164,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.667,0.582,-5.791,0.267,0.00466,0,0.124,0.141,121.972,317,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.628,0.437,-7.143,0.171,0.922,0,0.154,0.586,87.864,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.749,0.699,-6.687,0.0428,0.245,4.74e-05,0.122,0.39,124.003,266,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.926,0.459,-6.203,0.053,0.00685,0,0.139,0.546,117.868,175,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.615,0.6,-5.62,0.27,0.107,1.61e-06,0.283,0.0661,130.027,271,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.896,0.377,-5.502,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,137,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.651,0.575,-7.739,0.299,0.627,0.000202,0.0961,0.248,160.007,229,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.685,0.848,-4.561,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.817,0.539,-6.349,0.0621,0.0141,0.000496,0.099,0.158,97.062,210,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.807,0.681,-6.268,0.0983,0.423,0,0.0962,0.676,140.006,297,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.9,0.603,-5.313,0.0646,0.402,4.81e-06,0.134,0.824,129.928,171,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.783,0.761,-5.632,0.074,0.429,0.384,0.729,0.338,128.018,254,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.615,0.871,-3.804,0.281,0.0388,0,0.246,0.338,119.149,250,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.636,0.72,-6.195,0.0432,0.0893,0.0178,0.0868,0.425,124.944,236,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.65,0.321,-8.668,0.192,0.882,0,0.149,0.639,95.881,183,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.437,0.128,-13.753,0.0403,0.917,0,0.11,0.343,164.234,200,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.742,0.526,-7.075,0.0533,0.0373,0.000195,0.145,0.342,119.968,222,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.384,0.934,-2.75,0.227,0.0257,0.565,0.103,0.275,127.037,195,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.599,0.642,-6.936,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,223,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.599,0.642,-6.936,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,223,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.438,0.789,-5.181,0.061,0.0996,0,0.0699,0.136,110.989,196,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.612,0.582,-4.815,0.0325,0.57,0,0.0995,0.612,92.036,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.543,0.647,-7.229,0.0741,0.0709,0,0.263,0.555,155.036,224,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.437,0.819,-5.163,0.046,0.015,0,0.192,0.721,98.884,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.635,0.894,-2.045,0.041,0.113,0,0.119,0.292,80.066,188,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.658,0.584,-7.847,0.0301,0.632,0.887,0.131,0.116,90.038,161,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.429,0.272,-16.095,0.0314,0.745,0.87,0.103,0.0531,90.785,178,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.491,0.135,-20.104,0.0985,0.906,0.686,0.121,0.159,114.883,100,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.35,0.719,-4.543,0.0868,0.0609,0.000545,0.277,0.0509,135.497,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.556,0.64,-7.504,0.445,0.552,0,0.215,0.703,88.399,118,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.661,0.859,-3.37,0.0652,0.0106,0,0.191,0.227,109.943,227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.643,0.817,-3.506,0.0472,0.0164,0.00239,0.126,0.381,128.119,185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.724,0.782,-5.548,0.0334,0.0102,0.755,0.0804,0.378,128.026,212,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.416,0.772,-4.965,0.13,0.0543,0,0.359,0.233,121.215,185,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.416,0.772,-4.965,0.13,0.0543,0,0.359,0.233,121.215,185,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.366,0.755,-3.12,0.0342,0.00537,0.0102,0.194,0.0583,100.038,264,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,0.949,-3.003,0.0507,0.0245,0.00017,0.669,0.152,75.023,231,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.529,0.932,-2.943,0.12,0.000464,0,0.109,0.316,175.968,305,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.486,0.739,-4.694,0.0354,0.0175,0.0873,0.0674,0.0297,140.042,309,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.493,0.744,-4.021,0.0342,0.000748,0.384,0.322,0.151,140.041,244,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.649,0.792,-3.505,0.043,0.00364,2.87e-05,0.104,0.235,128.032,353,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.766,0.83,-3.335,0.1,0.0146,0,0.035,0.756,121.948,137,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.549,0.725,-9.979,0.0806,0.102,0.00124,0.0965,0.358,124.985,170,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.764,0.643,-7.614,0.161,0.0178,0,0.12,0.321,130.014,143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.651,0.654,-5.481,0.0466,0.385,0,0.181,0.539,141.975,167,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.638,0.717,-4.722,0.0337,0.346,0,0.105,0.249,100.027,180,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.638,0.717,-4.722,0.0337,0.346,0,0.105,0.249,100.027,180,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.66,0.616,-4.753,0.0333,0.523,0,0.391,0.536,138.942,161,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.481,0.547,-5.894,0.349,0.243,0,0.521,0.457,91.019,172,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.852,0.635,-5.065,0.0418,0.226,0.000321,0.111,0.088,122.005,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.663,0.666,-5.441,0.125,0.583,3.85e-06,0.222,0.605,159.983,147,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.699,0.668,-4.272,0.0336,0.154,3.2e-06,0.362,0.314,144.105,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.752,0.703,-5.268,0.0969,0.00694,0,0.143,0.538,77.021,155,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.68,0.779,-5.834,0.0532,0.0337,4.02e-06,0.112,0.355,91.963,132,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.677,0.594,-6.264,0.0695,0.309,0,0.118,0.427,76.996,175,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.812,0.519,-4.823,0.0385,0.379,0,0.13,0.554,104.954,166,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.793,0.77,-4.403,0.0551,0.4,0,0.219,0.56,149.982,140,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.745,0.561,-5.513,0.072,0.465,1.12e-06,0.0338,0.902,195.918,168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.844,0.644,-6.273,0.0479,0.0828,0,0.113,0.591,122.061,169,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.45,0.674,-5.268,0.0332,0.0635,0,0.381,0.211,76.882,177,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.534,0.366,-10.858,0.0488,0.529,0,0.21,0.324,123.503,225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.49,0.743,-4.201,0.0915,0.345,0,0.183,0.137,99.158,170,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.694,0.389,-5.41,0.0706,0.3,0,0.158,0.409,90.984,170,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.676,0.67,-6.584,0.0374,0.353,0,0.103,0.54,113.01,148,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.69,0.862,-4.154,0.0944,0.0611,1.85e-05,0.238,0.453,121.975,188,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.635,0.673,-5.54,0.0546,0.211,0,0.176,0.539,129.975,214,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.815,0.848,-4.704,0.115,0.023,0.000162,0.0265,0.684,106.032,134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.722,0.693,-3.991,0.152,0.0659,0,0.157,0.377,82.955,139,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.827,0.656,-4.144,0.253,0.195,0,0.0766,0.582,145.98,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.811,0.831,-1.731,0.0437,0.00724,1.31e-05,0.136,0.343,106.005,150,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.467,0.639,-6.384,0.124,0.191,2.24e-06,0.102,0.155,127.758,225,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.461,0.821,-3.236,0.163,0.0396,0,0.138,0.388,147.775,181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.648,0.939,-3.818,0.343,0.0223,6.18e-05,0.163,0.277,150.061,147,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.522,0.759,-4.404,0.0795,0.00878,0.000133,0.118,0.233,133.863,205,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.557,0.684,-4.695,0.0542,0.512,0,0.157,0.125,139.857,195,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.672,0.828,-5.959,0.13,0.0428,0,0.181,0.587,80.016,230,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.556,0.792,-4.758,0.336,0.0169,0,0.401,0.466,114.332,235,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.423,0.631,-7.64,0.0933,0.0951,1.09e-06,0.0962,0.246,78.706,225,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.782,0.737,-5.73,0.166,0.178,0,0.131,0.485,135.973,227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.647,0.689,-8.215,0.393,0.109,0,0.187,0.584,134.561,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.828,-5.478,0.0362,0.0885,0.00087,0.105,0.205,130.014,236,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.631,0.653,-4.348,0.092,0.579,5.73e-06,0.11,0.727,152.016,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.739,0.796,-4.031,0.0332,0.166,0,0.0752,0.422,102.036,188,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.502,0.915,-3.817,0.0456,0.0708,0.0618,0.0881,0.0868,159.995,159,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.658,0.845,-2.407,0.177,0.227,0,0.0991,0.559,150.035,149,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.734,0.872,-3.814,0.086,0.0608,4.7e-06,0.112,0.394,131.999,197,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.681,0.844,-2.277,0.188,0.11,2.16e-05,0.218,0.597,121.822,156,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.667,0.936,-4.825,0.144,0.144,0,0.0883,0.563,127.982,179,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.777,0.577,-6.872,0.0357,0.0781,1.02e-06,0.0869,0.381,109.019,207,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.643,0.783,-6.458,0.0856,0.047,0,0.083,0.579,154.084,164,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.878,0.62,-5.485,0.112,0.333,0,0.391,0.218,133.027,216,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.67,0.572,-14.848,0.0427,0.0845,0.927,0.112,0.11,119.007,317,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.401,0.364,-10.836,0.033,0.45,0.0503,0.162,0.224,129.57,329,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.833,0.477,-9.489,0.04,0.689,0.000927,0.095,0.155,109.989,185,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.863,0.631,-4.689,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.696,0.338,-8.611,0.037,0.888,2.85e-05,0.182,0.204,115.007,199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
